encoding,mb,px
coarsened,49.1239,-0.3480
coarsened,49.1508,0.0991
coarsened,49.1778,0.2473
coarsened,49.2048,-0.0891
coarsened,49.2318,0.1206
coarsened,49.2587,-0.4330
coarsened,49.2857,-0.2657
coarsened,49.3127,0.4154
coarsened,49.3396,0.3056
coarsened,49.3666,0.4330
coarsened,49.3936,0.0000
coarsened,49.4205,0.1511
coarsened,49.4475,0.2458
coarsened,49.4745,-0.4684
coarsened,49.5014,0.4745
coarsened,49.5284,-0.2320
coarsened,49.5554,0.2810
coarsened,49.5824,0.2733
coarsened,49.6093,-0.2944
coarsened,49.6363,0.1266
coarsened,49.6633,0.5158
coarsened,49.6902,-0.3502
coarsened,49.7172,0.1940
coarsened,49.7442,0.2645
coarsened,49.7711,0.2503
coarsened,49.7981,0.3967
coarsened,49.8251,0.4132
coarsened,49.8520,0.5565
coarsened,49.8790,-0.3341
coarsened,49.9060,-0.0549
coarsened,49.9329,0.0431
coarsened,49.9599,-0.2267
coarsened,49.9869,-0.1142
coarsened,50.0139,-0.2243
coarsened,50.0408,-0.4424
coarsened,50.0678,0.3802
coarsened,50.0948,0.4006
coarsened,50.1217,0.4943
coarsened,50.1487,-0.2893
coarsened,50.1757,-0.2760
coarsened,50.2026,0.3835
coarsened,50.2296,0.5171
coarsened,50.2566,-0.4066
coarsened,50.2835,-0.4711
coarsened,50.3105,-0.2220
coarsened,50.3375,0.1245
coarsened,50.3644,-0.0644
coarsened,50.3914,0.2055
coarsened,50.4184,-0.1865
coarsened,50.4454,-0.4347
coarsened,50.4723,-0.4262
coarsened,50.4993,0.6048
coarsened,50.5263,0.1358
coarsened,50.5532,-0.3363
coarsened,50.5802,0.2698
coarsened,50.6072,0.1159
coarsened,50.6341,0.2681
coarsened,50.6611,0.2618
coarsened,50.6881,-0.0664
coarsened,50.7150,-0.0896
coarsened,50.7420,-0.3050
coarsened,50.7690,-0.4716
coarsened,50.7960,0.4849
coarsened,50.8229,-0.1324
coarsened,50.8499,0.3428
coarsened,50.8769,-0.2412
coarsened,50.9038,-0.2042
coarsened,50.9308,0.3653
coarsened,50.9578,0.1083
coarsened,50.9847,0.1213
coarsened,51.0117,0.2958
coarsened,51.0387,0.1441
coarsened,51.0656,0.2613
coarsened,51.0926,-0.0677
coarsened,51.1196,-0.1364
coarsened,51.1465,-0.0286
coarsened,51.1735,-0.2141
coarsened,51.2005,-0.1870
coarsened,51.2275,-0.0965
coarsened,51.2544,0.0784
coarsened,51.2814,-0.2540
coarsened,51.3084,-0.2135
coarsened,51.3353,0.5175
coarsened,51.3623,-0.4705
coarsened,51.3893,0.1936
coarsened,51.4162,0.1842
coarsened,51.4432,-0.0426
coarsened,51.4702,0.2191
coarsened,51.4971,0.1807
coarsened,51.5241,0.2177
coarsened,51.5511,-0.2795
coarsened,51.5780,0.2059
coarsened,51.6050,-0.2927
coarsened,51.6320,-0.3339
coarsened,51.6590,0.1524
coarsened,51.6859,0.4013
coarsened,51.7129,0.0482
coarsened,51.7399,0.2441
coarsened,51.7668,0.1892
coarsened,51.7938,0.4317
coarsened,51.8208,0.5428
coarsened,51.8477,0.5470
coarsened,51.8747,0.3391
coarsened,51.9017,0.4070
coarsened,51.9286,0.4758
coarsened,51.9556,-0.3829
coarsened,51.9826,-0.1921
coarsened,52.0096,-0.2783
coarsened,52.0365,0.3900
coarsened,52.0635,0.0682
coarsened,52.0905,0.4221
coarsened,52.1174,0.2873
coarsened,52.1444,0.4701
coarsened,52.1714,0.4881
coarsened,52.1983,0.4766
coarsened,52.2253,0.2507
coarsened,52.2523,0.2848
coarsened,52.2792,-0.2972
coarsened,52.3062,0.2004
coarsened,52.3332,0.0390
coarsened,52.3601,0.5410
coarsened,52.3871,0.2841
coarsened,52.4141,0.1358
coarsened,52.4411,0.4210
coarsened,52.4680,0.2812
coarsened,52.4950,0.4102
coarsened,52.5220,0.4215
coarsened,52.5489,0.3299
coarsened,52.5759,-0.4653
coarsened,52.6029,-0.4464
coarsened,52.6298,0.1992
coarsened,52.6568,0.3694
coarsened,52.6838,0.3604
coarsened,52.7107,-0.1278
coarsened,52.7377,0.1755
coarsened,52.7647,0.5345
coarsened,52.7917,-0.4942
coarsened,52.8186,0.3765
coarsened,52.8456,0.4440
coarsened,52.8726,-0.4610
coarsened,52.8995,-0.1664
coarsened,52.9265,0.3752
coarsened,52.9535,-0.4524
coarsened,52.9804,-0.3221
coarsened,53.0074,0.1682
coarsened,53.0344,0.1602
coarsened,53.0613,-0.2490
coarsened,53.0883,0.3237
coarsened,53.1153,-0.4349
coarsened,53.1422,0.3478
coarsened,53.1692,0.2283
coarsened,53.1962,-0.3477
coarsened,53.2232,-0.4105
coarsened,53.2501,-0.4583
coarsened,53.2771,-0.1287
coarsened,53.3041,-0.2696
coarsened,53.3310,0.4117
coarsened,53.3580,0.2974
coarsened,53.3850,0.2940
coarsened,53.4119,0.2071
coarsened,53.4389,0.2307
coarsened,53.4659,0.3314
coarsened,53.4928,0.4537
coarsened,53.5198,0.2124
coarsened,53.5468,-0.3071
coarsened,53.5737,0.3821
coarsened,53.6007,-0.3185
coarsened,53.6277,-0.3718
coarsened,53.6547,0.4755
coarsened,53.6816,-0.0050
coarsened,53.7086,0.4319
coarsened,53.7356,0.2714
coarsened,53.7625,0.2948
coarsened,53.7895,-0.1990
coarsened,53.8165,-0.2792
coarsened,53.8434,-0.5351
coarsened,53.8704,-0.2961
coarsened,53.8974,-0.2852
coarsened,53.9243,-0.2008
split,0.0135,0.4411
split,0.0405,0.4876
split,0.0674,0.6326
split,0.0944,0.4572
split,0.1214,0.4925
split,0.1483,-0.2110
split,0.1753,-0.3658
split,0.2023,0.2336
split,0.2292,-0.1476
split,0.2562,0.5465
split,0.2832,0.5645
split,0.3101,-0.3441
split,0.3371,0.1659
split,0.3641,-0.4910
split,0.3910,0.6256
split,0.4180,0.7358
split,0.4450,0.7049
split,0.4720,-0.3315
split,0.4989,0.3219
split,0.5259,-0.1380
split,0.5529,0.5710
split,0.5798,0.3252
split,0.6068,-0.4341
split,0.6338,0.0086
split,0.6607,-0.3898
split,0.6877,-0.0619
split,0.7147,-0.4754
split,0.7416,0.4395
split,0.7686,-0.6718
split,0.7956,-0.5194
split,0.8226,-0.5011
split,0.8495,0.1438
split,0.8765,-0.1113
split,0.9035,-0.4563
split,0.9304,-1.0168
split,0.9574,0.4684
split,0.9844,0.8725
split,1.0113,-0.5324
split,1.0383,0.5175
split,1.0653,0.2808
split,1.0922,0.5153
split,1.1192,0.5978
split,1.1462,0.3586
split,1.1731,-0.5442
split,1.2001,-0.8007
split,1.2271,-0.2717
split,1.2541,0.3157
split,1.2810,0.6117
split,1.3080,1.0961
split,1.3350,0.8120
split,1.3619,-0.5198
split,1.3889,-0.4617
split,1.4159,0.9940
split,1.4428,0.9239
split,1.4698,-0.7172
split,1.4968,0.7895
split,1.5237,0.8022
split,1.5507,1.2191
split,1.5777,0.7481
split,1.6047,0.3838
split,1.6316,0.4878
split,1.6586,0.2344
split,1.6856,-0.3754
split,1.7125,-0.4960
split,1.7395,0.9838
split,1.7665,0.8508
split,1.7934,-1.8758
split,1.8204,-1.4622
split,1.8474,-1.7498
split,1.8743,-0.8894
split,1.9013,0.1419
split,1.9283,1.2148
split,1.9552,1.3991
split,1.9822,-0.6383
split,2.0092,1.1172
split,2.0362,1.6721
split,2.0631,1.9348
split,2.0901,0.8829
split,2.1171,0.4217
split,2.1440,0.5662
split,2.1710,-1.2394
split,2.1980,0.4582
split,2.2249,0.7226
split,2.2519,0.4246
split,2.2789,0.5766
split,2.3058,-0.6244
split,2.3328,-0.5036
split,2.3598,-1.6112
split,2.3867,-1.5075
split,2.4137,-1.1153
split,2.4407,-0.9242
split,2.4677,1.0889
split,2.4946,1.3099
split,2.5216,0.6161
split,2.5486,0.8763
split,2.5755,-0.6114
split,2.6025,-0.6349
split,2.6295,0.6299
split,2.6564,-0.2057
split,2.6834,-0.0615
split,2.7104,-0.5102
split,2.7373,0.3002
split,2.7643,-0.0604
split,2.7913,-0.2125
split,2.8183,0.0000
split,2.8452,0.0000
split,2.8722,0.0000
split,2.8992,0.0000
split,2.9261,0.0000
split,2.9531,0.0000
split,2.9801,0.0000
split,3.0070,0.0000
split,3.0340,0.0000
split,3.0610,0.0000
split,3.0879,0.0000
split,3.1149,0.0000
split,3.1419,0.0000
split,3.1688,0.0000
split,3.1958,0.0000
split,3.2228,0.0000
split,3.2498,0.0000
split,3.2767,0.0000
split,3.3037,0.0000
split,3.3307,0.0000
split,3.3576,0.0000
split,3.3846,0.0000
split,3.4116,0.0000
split,3.4385,0.0000
split,3.4655,0.0000
split,3.4925,0.0000
split,3.5194,0.0000
split,3.5464,0.0000
split,3.5734,0.0000
split,3.6004,0.0000
split,3.6273,0.0000
split,3.6543,0.0000
split,3.6813,0.0000
split,3.7082,0.0000
split,3.7352,0.0000
split,3.7622,0.0000
split,3.7891,0.0000
split,3.8161,0.0000
split,3.8431,0.0000
split,3.8700,0.0000
split,3.8970,0.0000
split,3.9240,0.0000
split,3.9509,0.0000
split,3.9779,0.0000
split,4.0049,0.0000
split,4.0319,0.0000
split,4.0588,0.0000
split,4.0858,0.0000
split,4.1128,0.0000
split,4.1397,0.0000
split,4.1667,0.0000
split,4.1937,0.0000
split,4.2206,0.0000
split,4.2476,0.0000
split,4.2746,0.0000
split,4.3015,0.0000
split,4.3285,0.0000
split,4.3555,0.0000
split,4.3824,0.0000
split,4.4094,0.0000
split,4.4364,0.0000
split,4.4634,0.0000
split,4.4903,0.0000
split,4.5173,0.0000
split,4.5443,0.0000
split,4.5712,0.0000
split,4.5982,0.0000
split,4.6252,0.0000
split,4.6521,0.0000
split,4.6791,0.0000
split,4.7061,0.0000
split,4.7330,0.0000
split,4.7600,0.0000
split,4.7870,0.0000
split,4.8140,0.0000
split,4.8409,0.0000
split,4.8679,0.0000
split,4.8949,0.0000
split,4.9218,0.0000
split,4.9488,0.0000
split,4.9758,0.0000
split,5.0027,0.0000
split,5.0297,0.0000
split,5.0567,0.0000
split,5.0836,0.0000
split,5.1106,0.0000
split,5.1376,0.0000
split,5.1645,0.0000
split,5.1915,0.0000
split,5.2185,0.0000
split,5.2455,0.0000
split,5.2724,0.0000
split,5.2994,0.0000
split,5.3264,0.0000
split,5.3533,0.0000
split,5.3803,0.0000
split,5.4073,0.0000
split,5.4342,0.0000
split,5.4612,0.0000
split,5.4882,0.0000
split,5.5151,0.0000
split,5.5421,0.0000
split,5.5691,0.0000
split,5.5960,0.0000
split,5.6230,0.0000
split,5.6500,0.0000
split,5.6770,0.0000
split,5.7039,0.0000
split,5.7309,0.0000
split,5.7579,0.0000
split,5.7848,0.0000
split,5.8118,0.0000
split,5.8388,0.0000
split,5.8657,0.0000
split,5.8927,0.0000
split,5.9197,0.0000
split,5.9466,0.0000
split,5.9736,0.0000
split,6.0006,0.0000
split,6.0276,0.0000
split,6.0545,0.0000
split,6.0815,0.0000
split,6.1085,0.0000
split,6.1354,0.0000
split,6.1624,0.0000
split,6.1894,0.0000
split,6.2163,0.0000
split,6.2433,0.0000
split,6.2703,0.0000
split,6.2972,0.0000
split,6.3242,0.0000
split,6.3512,0.0000
split,6.3781,0.0000
split,6.4051,0.0000
split,6.4321,0.0000
split,6.4591,0.0000
split,6.4860,0.0000
split,6.5130,0.0000
split,6.5400,0.0000
split,6.5669,0.0000
split,6.5939,0.0000
split,6.6209,0.0000
split,6.6478,0.0000
split,6.6748,0.0000
split,6.7018,0.0000
split,6.7287,0.0000
split,6.7557,0.0000
split,6.7827,0.0000
split,6.8097,0.0000
split,6.8366,0.0000
split,6.8636,0.0000
split,6.8906,0.0000
split,6.9175,0.0000
split,6.9445,0.0000
split,6.9715,0.0000
split,6.9984,0.0000
split,7.0254,0.0000
split,7.0524,0.0000
split,7.0793,0.0000
split,7.1063,0.0000
split,7.1333,0.0000
split,7.1602,0.0000
split,7.1872,0.0000
split,7.2142,0.0000
split,7.2412,0.0000
split,7.2681,0.0000
split,7.2951,0.0000
split,7.3221,0.0000
split,7.3490,0.0000
split,7.3760,0.0000
split,7.4030,0.0000
split,7.4299,0.0000
split,7.4569,0.0000
split,7.4839,0.0000
split,7.5108,0.0000
split,7.5378,0.0000
split,7.5648,0.0000
split,7.5917,0.0000
split,7.6187,0.0000
split,7.6457,0.0000
split,7.6727,0.0000
split,7.6996,0.0000
split,7.7266,-0.4297
split,7.7536,0.8410
split,7.7805,1.4535
split,7.8075,1.4147
split,7.8345,0.5888
split,7.8614,-0.9705
split,7.8884,0.1997
split,7.9154,0.0000
split,7.9423,-0.3139
split,7.9693,-0.9941
split,7.9963,0.9001
split,8.0233,1.1038
split,8.0502,1.3690
split,8.0772,1.3179
split,8.1042,0.6218
split,8.1311,0.7353
split,8.1581,0.9132
split,8.1851,0.5425
split,8.2120,0.8144
split,8.2390,1.1225
split,8.2660,1.8410
split,8.2929,1.8666
split,8.3199,0.9513
split,8.3469,-1.5111
split,8.3738,0.6719
split,8.4008,0.4932
split,8.4278,0.6208
split,8.4548,0.3206
split,8.4817,0.9218
split,8.5087,0.9068
split,8.5357,-0.7262
split,8.5626,-1.4174
split,8.5896,-0.9018
split,8.6166,1.5613
split,8.6435,1.4398
split,8.6705,-0.8388
split,8.6975,-0.3259
split,8.7244,0.3209
split,8.7514,-0.5006
split,8.7784,0.9588
split,8.8054,-0.4413
split,8.8323,0.3126
split,8.8593,0.4989
split,8.8863,-0.6770
split,8.9132,0.6376
split,8.9402,0.9164
split,8.9672,0.5394
split,8.9941,-0.9759
split,9.0211,-0.7936
split,9.0481,-0.7504
split,9.0750,-0.7746
split,9.1020,-0.2799
split,9.1290,0.5789
split,9.1559,0.5067
split,9.1829,-0.4407
split,9.2099,-0.9264
split,9.2369,-0.6623
split,9.2638,-0.7465
split,9.2908,0.3076
split,9.3178,-0.2658
split,9.3447,-0.9899
split,9.3717,-0.8177
split,9.3987,0.5492
split,9.4256,-0.6188
split,9.4526,0.4104
split,9.4796,0.7534
split,9.5065,0.8379
split,9.5335,0.5229
split,9.5605,0.2862
split,9.5874,1.2136
split,9.6144,1.2411
split,9.6414,-1.1769
split,9.6684,-1.4469
split,9.6953,0.7883
split,9.7223,0.7475
split,9.7493,0.0000
split,9.7762,0.3956
split,9.8032,0.4004
split,9.8302,1.1133
split,9.8571,1.6711
split,9.8841,1.7442
split,9.9111,2.6347
split,9.9380,2.4282
split,9.9650,0.5903
split,9.9920,1.4918
split,10.0190,1.5822
split,10.0459,0.3680
split,10.0729,0.4208
split,10.0999,0.1711
split,10.1268,-0.3845
split,10.1538,0.8485
split,10.1808,0.4249
split,10.2077,-0.6805
split,10.2347,-1.3283
split,10.2617,-1.3676
split,10.2886,-1.4154
split,10.3156,-1.0671
split,10.3426,-1.0522
split,10.3695,-0.6410
split,10.3965,-0.3384
split,10.4235,0.2028
split,10.4505,-1.3625
split,10.4774,-1.2833
split,10.5044,-0.1806
split,10.5314,-0.3826
split,10.5583,-0.3642
split,10.5853,-0.3051
split,10.6123,0.4870
split,10.6392,0.6107
split,10.6662,0.4637
split,10.6932,-0.3771
split,10.7201,0.2802
split,10.7471,-1.0778
split,10.7741,1.3156
split,10.8011,1.2613
split,10.8280,0.5768
split,10.8550,-1.1467
split,10.8820,-0.7529
split,10.9089,-0.7682
split,10.9359,-1.0142
split,10.9629,-0.1055
split,10.9898,-0.5108
split,11.0168,-1.5292
split,11.0438,-0.7374
split,11.0707,-0.5941
split,11.0977,-0.5914
split,11.1247,0.5183
split,11.1516,0.3151
split,11.1786,-0.3199
split,11.2056,0.0000
split,11.2326,-0.3077
split,11.2595,1.5944
split,11.2865,0.7358
split,11.3135,-0.3464
split,11.3404,-0.3716
split,11.3674,0.2345
split,11.3944,0.6619
split,11.4213,1.0675
split,11.4483,0.9436
split,11.4753,0.9128
split,11.5022,-0.2574
split,11.5292,0.5660
split,11.5562,0.5120
split,11.5831,0.5592
split,11.6101,0.6866
split,11.6371,0.8487
split,11.6641,0.4634
split,11.6910,0.5107
split,11.7180,0.4323
split,11.7450,-0.5310
split,11.7719,-0.8803
split,11.7989,-0.8712
split,11.8259,-0.1775
split,11.8528,-0.9712
split,11.8798,-1.2154
split,11.9068,-1.0741
split,11.9337,0.7012
split,11.9607,0.4636
split,11.9877,-0.4804
split,12.0147,-0.5246
split,12.0416,-0.4986
split,12.0686,0.6987
split,12.0956,1.1053
split,12.1225,0.7834
split,12.1495,-0.8701
split,12.1765,-0.5222
split,12.2034,0.8398
split,12.2304,0.7116
split,12.2574,0.8541
split,12.2843,1.4932
split,12.3113,1.3673
split,12.3383,1.3282
split,12.3652,0.2525
split,12.3922,-0.7988
split,12.4192,-0.5811
split,12.4462,0.3295
split,12.4731,-0.6020
split,12.5001,-0.6394
split,12.5271,-1.1980
split,12.5540,-0.1600
split,12.5810,-0.3173
split,12.6080,-0.4536
split,12.6349,0.4880
split,12.6619,-0.6193
split,12.6889,-0.3025
split,12.7158,0.4423
split,12.7428,0.3164
split,12.7698,0.4855
split,12.7968,-0.7464
split,12.8237,-0.5836
split,12.8507,0.6371
split,12.8777,0.4608
split,12.9046,0.2255
split,12.9316,-0.6408
split,12.9586,0.9188
split,12.9855,1.1378
split,13.0125,0.8461
split,13.0395,0.9138
split,13.0664,0.8795
split,13.0934,0.8182
split,13.1204,-0.4116
split,13.1473,0.3839
split,13.1743,0.5607
split,13.2013,0.1937
split,13.2283,0.6300
split,13.2552,0.6631
split,13.2822,0.8305
split,13.3092,-0.2768
split,13.3361,0.5265
split,13.3631,0.7637
split,13.3901,0.4730
split,13.4170,0.6074
split,13.4440,0.6824
split,13.4710,1.1085
split,13.4979,2.0848
split,13.5249,1.9981
split,13.5519,1.5720
split,13.5788,0.3542
split,13.6058,-0.3738
split,13.6328,-0.4865
split,13.6598,0.5016
split,13.6867,0.7884
split,13.7137,-0.5828
split,13.7407,-0.4660
split,13.7676,-0.7818
split,13.7946,-0.8087
split,13.8216,0.4976
split,13.8485,0.5785
split,13.8755,0.9526
split,13.9025,1.1044
split,13.9294,1.0455
split,13.9564,1.0444
split,13.9834,1.0813
split,14.0104,1.2428
split,14.0373,0.6686
split,14.0643,0.6920
split,14.0913,1.3659
split,14.1182,1.0588
split,14.1452,0.8024
split,14.1722,1.0471
split,14.1991,-0.2782
split,14.2261,0.5908
split,14.2531,0.5719
split,14.2800,-0.3587
split,14.3070,-0.5627
split,14.3340,-0.4300
split,14.3609,0.7075
split,14.3879,0.9550
split,14.4149,0.3697
split,14.4419,0.2179
split,14.4688,0.5423
split,14.4958,0.6013
split,14.5228,-0.3411
split,14.5497,-0.4505
split,14.5767,0.8293
split,14.6037,0.8611
split,14.6306,-0.5670
split,14.6576,-0.0186
split,14.6846,-0.6833
split,14.7115,0.4296
split,14.7385,0.4881
split,14.7655,-0.3464
split,14.7924,-0.4664
split,14.8194,0.9274
split,14.8464,1.4922
split,14.8734,1.4810
split,14.9003,0.7532
split,14.9273,-0.2570
split,14.9543,0.1570
split,14.9812,-0.7560
split,15.0082,0.5382
split,15.0352,-0.6596
split,15.0621,-0.5710
split,15.0891,-0.7120
split,15.1161,-0.3074
split,15.1430,0.5026
split,15.1700,1.0399
split,15.1970,1.5307
split,15.2240,0.8913
split,15.2509,0.7359
split,15.2779,0.8150
split,15.3049,0.8369
split,15.3318,1.0205
split,15.3588,1.0336
split,15.3858,0.4825
split,15.4127,0.8994
split,15.4397,-0.4949
split,15.4667,-0.3632
split,15.4936,-0.5697
split,15.5206,0.4432
split,15.5476,0.8916
split,15.5745,0.4165
split,15.6015,1.0579
split,15.6285,0.3608
split,15.6555,-0.6829
split,15.6824,0.7299
split,15.7094,0.4353
split,15.7364,0.4623
split,15.7633,-0.7022
split,15.7903,-0.9959
split,15.8173,0.5882
split,15.8442,0.3006
split,15.8712,-0.6448
split,15.8982,0.3703
split,15.9251,-0.1947
split,15.9521,-0.5816
split,15.9791,-0.5166
split,16.0061,-0.9634
split,16.0330,0.2258
split,16.0600,-0.2980
split,16.0870,-0.7244
split,16.1139,-0.4238
split,16.1409,1.4609
split,16.1679,2.4301
split,16.1948,2.7054
split,16.2218,2.7260
split,16.2488,2.7151
split,16.2757,2.4247
split,16.3027,2.3537
split,16.3297,1.8116
split,16.3566,1.7907
split,16.3836,1.2191
split,16.4106,-0.2738
split,16.4376,-0.2542
split,16.4645,0.7819
split,16.4915,1.1984
split,16.5185,1.2358
split,16.5454,0.9566
split,16.5724,0.7996
split,16.5994,0.4377
split,16.6263,0.4794
split,16.6533,0.5317
split,16.6803,0.6468
split,16.7072,0.5951
split,16.7342,-0.2805
split,16.7612,0.4515
split,16.7881,0.5875
split,16.8151,1.0202
split,16.8421,1.6072
split,16.8691,2.4897
split,16.8960,2.7175
split,16.9230,2.8136
split,16.9500,3.3723
split,16.9769,3.6073
split,17.0039,3.6849
split,17.0309,3.3596
split,17.0578,3.4420
split,17.0848,2.6856
split,17.1118,1.6674
split,17.1387,2.5102
split,17.1657,2.6120
split,17.1927,2.3097
split,17.2197,2.2872
split,17.2466,2.1639
split,17.2736,1.5326
split,17.3006,0.4380
split,17.3275,-0.3750
split,17.3545,-0.5824
split,17.3815,-0.7493
split,17.4084,-0.8767
split,17.4354,-0.6530
split,17.4624,-0.5894
split,17.4893,0.2601
split,17.5163,-0.4073
split,17.5433,0.6024
split,17.5702,1.3228
split,17.5972,1.6066
split,17.6242,1.1575
split,17.6512,1.0756
split,17.6781,0.2438
split,17.7051,1.0537
split,17.7321,1.1050
split,17.7590,0.6429
split,17.7860,-0.2640
split,17.8130,0.3136
split,17.8399,-0.7924
split,17.8669,-1.9518
split,17.8939,-0.8462
split,17.9208,-1.4338
split,17.9478,-1.9124
split,17.9748,-1.6179
split,18.0018,-1.6617
split,18.0287,0.4628
split,18.0557,0.5146
split,18.0827,1.0136
split,18.1096,-0.4257
split,18.1366,0.8332
split,18.1636,-0.2409
split,18.1905,-0.0563
split,18.2175,0.5016
split,18.2445,0.3925
split,18.2714,-0.8608
split,18.2984,-1.0792
split,18.3254,-0.4259
split,18.3523,0.3173
split,18.3793,0.4313
split,18.4063,0.6737
split,18.4333,-0.0472
split,18.4602,0.3184
split,18.4872,0.5194
split,18.5142,-0.3602
split,18.5411,0.6893
split,18.5681,1.8121
split,18.5951,2.3134
split,18.6220,2.3207
split,18.6490,2.4799
split,18.6760,1.8016
split,18.7029,1.9396
split,18.7299,2.2735
split,18.7569,2.2816
split,18.7838,1.6738
split,18.8108,1.8032
split,18.8378,2.2964
split,18.8648,3.0234
split,18.8917,3.8558
split,18.9187,3.8615
split,18.9457,3.3702
split,18.9726,3.4606
split,18.9996,3.4353
split,19.0266,3.4051
split,19.0535,3.1938
split,19.0805,2.3668
split,19.1075,2.3564
split,19.1344,1.6923
split,19.1614,1.6806
split,19.1884,1.3985
split,19.2154,1.1317
split,19.2423,0.5820
split,19.2693,0.2626
split,19.2963,0.8230
split,19.3232,0.5324
split,19.3502,0.5099
split,19.3772,0.7640
split,19.4041,-0.1640
split,19.4311,-0.4784
split,19.4581,-1.0048
split,19.4850,0.3907
split,19.5120,1.0958
split,19.5390,0.6810
split,19.5659,-0.3068
split,19.5929,-0.7156
split,19.6199,0.2405
split,19.6469,-0.4514
split,19.6738,0.7370
split,19.7008,0.9289
split,19.7278,-0.9444
split,19.7547,-0.7006
split,19.7817,0.6624
split,19.8087,0.6782
split,19.8356,1.0180
split,19.8626,1.1594
split,19.8896,-0.8870
split,19.9165,-0.6694
split,19.9435,-0.5928
split,19.9705,-0.3852
split,19.9975,0.4364
split,20.0244,-0.7136
split,20.0514,-0.6928
split,20.0784,0.3852
split,20.1053,2.1075
split,20.1323,3.2341
split,20.1593,3.1132
split,20.1862,2.1887
split,20.2132,-0.1604
split,20.2402,0.5394
split,20.2671,0.6651
split,20.2941,0.8193
split,20.3211,-0.7866
split,20.3480,-0.7074
split,20.3750,-1.0888
split,20.4020,-1.1927
split,20.4290,0.4752
split,20.4559,-0.5224
split,20.4829,0.3943
split,20.5099,-0.7304
split,20.5368,1.8551
split,20.5638,1.1287
split,20.5908,1.3999
split,20.6177,1.5421
split,20.6447,0.4707
split,20.6717,-0.6386
split,20.6986,-0.3709
split,20.7256,-0.6649
split,20.7526,-0.6350
split,20.7795,-0.6896
split,20.8065,0.4996
split,20.8335,0.5312
split,20.8605,0.5349
split,20.8874,0.6734
split,20.9144,0.5160
split,20.9414,0.0000
split,20.9683,-0.6305
split,20.9953,-0.7500
split,21.0223,0.0000
split,21.0492,0.1017
split,21.0762,0.0684
split,21.1032,0.2850
split,21.1301,-0.2570
split,21.1571,0.2651
split,21.1841,-0.5382
split,21.2111,-0.4933
split,21.2380,0.9354
split,21.2650,-0.6852
split,21.2920,-0.5646
split,21.3189,-0.2555
split,21.3459,0.3539
split,21.3729,-0.7226
split,21.3998,0.4856
split,21.4268,0.4733
split,21.4538,0.8907
split,21.4807,-0.2473
split,21.5077,0.3569
split,21.5347,-0.6225
split,21.5616,1.3635
split,21.5886,-0.0152
split,21.6156,0.5417
split,21.6426,1.2494
split,21.6695,1.5701
split,21.6965,0.7468
split,21.7235,0.5434
split,21.7504,0.0000
split,21.7774,-1.1280
split,21.8044,-0.8137
split,21.8313,-0.0269
split,21.8583,0.5202
split,21.8853,-0.1454
split,21.9122,0.1138
split,21.9392,0.1754
split,21.9662,0.1797
split,21.9932,-0.3951
split,22.0201,-0.3426
split,22.0471,0.4388
split,22.0741,0.3531
split,22.1010,0.9894
split,22.1280,0.9168
split,22.1550,-0.2502
split,22.1819,-0.2642
split,22.2089,0.3849
split,22.2359,0.3716
split,22.2628,0.3707
split,22.2898,1.3606
split,22.3168,1.4369
split,22.3437,1.1212
split,22.3707,-0.1532
split,22.3977,-0.5054
split,22.4247,-1.1479
split,22.4516,0.6663
split,22.4786,0.4359
split,22.5056,-0.5968
split,22.5325,-1.3362
split,22.5595,-1.5157
split,22.5865,-1.2773
split,22.6134,-1.4765
split,22.6404,0.3366
split,22.6674,0.6229
split,22.6943,0.4290
split,22.7213,0.4489
split,22.7483,0.5159
split,22.7752,0.2960
split,22.8022,-0.0593
split,22.8292,0.9073
split,22.8562,1.3525
split,22.8831,0.0000
split,22.9101,-0.8935
split,22.9371,-0.5186
split,22.9640,-0.3207
split,22.9910,0.4727
split,23.0180,0.8592
split,23.0449,0.6212
split,23.0719,0.5754
split,23.0989,0.7057
split,23.1258,0.2986
split,23.1528,0.6853
split,23.1798,0.6552
split,23.2068,-0.3716
split,23.2337,0.2740
split,23.2607,0.5031
split,23.2877,0.4603
split,23.3146,-0.4868
split,23.3416,0.3705
split,23.3686,-1.1465
split,23.3955,-1.4974
split,23.4225,0.4191
split,23.4495,-0.7750
split,23.4764,0.4994
split,23.5034,0.4497
split,23.5304,0.7801
split,23.5573,-0.2016
split,23.5843,0.7260
split,23.6113,1.0146
split,23.6383,0.9157
split,23.6652,0.4865
split,23.6922,-0.6825
split,23.7192,0.4545
split,23.7461,0.9873
split,23.7731,1.3395
split,23.8001,1.5831
split,23.8270,-0.1580
split,23.8540,0.4594
split,23.8810,-0.4633
split,23.9079,-0.4424
split,23.9349,0.6979
split,23.9619,-0.6583
split,23.9888,0.8855
split,24.0158,0.7865
split,24.0428,-0.5743
split,24.0698,0.5872
split,24.0967,0.6958
split,24.1237,0.2366
split,24.1507,-0.3771
split,24.1776,0.3561
split,24.2046,0.6569
split,24.2316,0.5759
split,24.2585,0.6586
split,24.2855,0.7579
split,24.3125,1.0434
split,24.3394,0.9122
split,24.3664,1.0067
split,24.3934,1.2441
split,24.4204,0.3126
split,24.4473,-0.2851
split,24.4743,-0.1978
split,24.5013,-0.2920
split,24.5282,-0.7705
split,24.5552,-0.8451
split,24.5822,-0.4125
split,24.6091,-0.2547
